FIPS Code,2020-10
01001,391.0
01003,937.0
01005,155.0
01007,203.0
01009,510.0
01011,0.0
01013,0.0
01015,1258.0
01017,205.0
01019,167.0
01021,326.0
01023,0.0
01025,275.0
01027,0.0
01029,0.0
01031,480.0
01033,594.0
01035,0.0
01037,0.0
01039,447.0
01041,0.0
01043,909.0
01045,457.0
01047,124.0
01049,1133.0
01051,503.0
01053,144.0
01055,938.0
01057,0.0
01059,354.0
01061,304.0
01063,0.0
01065,0.0
01067,0.0
01069,1304.0
01071,678.0
01073,4103.0
01075,0.0
01077,931.0
01079,310.0
01081,658.0
01083,896.0
01085,0.0
01087,0.0
01089,1593.0
01091,0.0
01093,178.0
01095,590.0
01097,3732.0
01099,67.0
01101,1766.0
01103,1170.0
01105,0.0
01107,0.0
01109,171.0
01111,192.0
01113,204.0
01115,829.0
01117,1488.0
01119,0.0
01121,594.0
01123,203.0
01125,1717.0
01127,571.0
01129,0.0
01131,0.0
01133,227.0
02013,0.0
02016,0.0
02020,4583.0
02050,0.0
02060,0.0
02068,0.0
02070,0.0
02090,1127.0
02100,0.0
02105,0.0
02110,272.0
02122,588.0
02130,0.0
02150,0.0
02158,0.0
02164,0.0
02170,1228.0
02180,0.0
02185,0.0
02188,0.0
02195,0.0
02198,0.0
02220,0.0
02230,0.0
02240,0.0
02261,0.0
02275,0.0
02282,0.0
02290,0.0
04001,478.0
04003,434.0
04005,1310.0
04007,662.0
04009,421.0
04011,0.0
04012,0.0
04013,19946.0
04015,619.0
04017,831.0
04019,3816.0
04021,2202.0
04023,254.0
04025,582.0
04027,1522.0
05001,0.0
05003,0.0
05005,339.0
05007,1362.0
05009,276.0
05011,0.0
05013,0.0
05015,258.0
05017,0.0
05019,101.0
05021,0.0
05023,97.0
05025,0.0
05027,133.0
05029,69.0
05031,1605.0
05033,554.0
05035,517.0
05037,0.0
05039,0.0
05041,0.0
05043,0.0
05045,674.0
05047,0.0
05049,0.0
05051,578.0
05053,0.0
05055,625.0
05057,172.0
05059,318.0
05061,0.0
05063,185.0
05065,0.0
05067,0.0
05069,676.0
05071,138.0
05073,0.0
05075,0.0
05077,0.0
05079,0.0
05081,0.0
05083,145.0
05085,398.0
05087,0.0
05089,0.0
05091,503.0
05093,607.0
05095,0.0
05097,0.0
05099,0.0
05101,0.0
05103,120.0
05105,0.0
05107,0.0
05109,0.0
05111,445.0
05113,0.0
05115,465.0
05117,0.0
05119,2384.0
05121,0.0
05123,224.0
05125,642.0
05127,0.0
05129,0.0
05131,940.0
05133,0.0
05135,0.0
05137,0.0
05139,155.0
05141,0.0
05143,1505.0
05145,583.0
05147,0.0
05149,93.0
06001,2532.0
06003,0.0
06005,72.0
06007,315.0
06009,36.0
06011,41.0
06013,2230.0
06015,40.0
06017,262.0
06019,3191.0
06021,102.0
06023,80.0
06025,1371.0
06027,0.0
06029,2256.0
06031,910.0
06033,148.0
06035,42.0
06037,36721.0
06039,524.0
06041,407.0
06043,0.0
06045,167.0
06047,801.0
06049,0.0
06051,0.0
06053,1656.0
06055,429.0
06057,131.0
06059,6503.0
06061,981.0
06063,0.0
06065,9459.0
06067,3821.0
06069,118.0
06071,11033.0
06073,10162.0
06075,1265.0
06077,1981.0
06079,739.0
06081,1255.0
06083,796.0
06085,3844.0
06087,527.0
06089,1294.0
06091,0.0
06093,73.0
06095,1400.0
06097,2140.0
06099,1412.0
06101,230.0
06103,368.0
06105,0.0
06107,1670.0
06109,77.0
06111,1774.0
06113,515.0
06115,214.0
08001,1615.0
08003,0.0
08005,2332.0
08007,0.0
08009,0.0
08011,0.0
08013,480.0
08014,118.0
08015,22.0
08017,0.0
08019,0.0
08021,0.0
08023,0.0
08025,0.0
08027,0.0
08029,44.0
08031,2181.0
08033,0.0
08035,557.0
08037,136.0
08039,20.0
08041,1888.0
08043,633.0
08045,144.0
08047,0.0
08049,0.0
08051,0.0
08053,0.0
08055,0.0
08057,0.0
08059,2178.0
08061,0.0
08063,0.0
08065,0.0
08067,102.0
08069,279.0
08071,0.0
08073,0.0
08075,193.0
08077,560.0
08079,0.0
08081,0.0
08083,52.0
08085,46.0
08087,84.0
08089,0.0
08091,0.0
08093,0.0
08095,0.0
08097,0.0
08099,0.0
08101,1015.0
08103,0.0
08105,0.0
08107,29.0
08109,0.0
08111,0.0
08113,0.0
08115,0.0
08117,197.0
08119,102.0
08121,0.0
08123,832.0
08125,0.0
09001,4583.0
09003,4046.0
09005,530.0
09007,558.0
09009,3491.0
09011,1845.0
09013,436.0
09015,497.0
10001,428.0
10003,2486.0
10005,1206.0
11001,0.0
12001,1996.0
12003,213.0
12005,572.0
12007,84.0
12009,1523.0
12011,9499.0
12013,0.0
12015,510.0
12017,428.0
12019,945.0
12021,1547.0
12023,298.0
12027,110.0
12029,0.0
12031,4187.0
12033,1101.0
12035,332.0
12037,0.0
12039,456.0
12041,0.0
12043,0.0
12045,0.0
12047,0.0
12049,180.0
12051,127.0
12053,638.0
12055,517.0
12057,6373.0
12059,0.0
12061,699.0
12063,366.0
12065,0.0
12067,0.0
12069,1163.0
12071,2387.0
12073,2074.0
12075,115.0
12077,0.0
12079,0.0
12081,1646.0
12083,2358.0
12085,624.0
12086,43934.0
12087,325.0
12089,154.0
12091,1210.0
12093,162.0
12095,9902.0
12097,2007.0
12099,9429.0
12101,1341.0
12103,3534.0
12105,2432.0
12107,289.0
12109,939.0
12111,954.0
12113,438.0
12115,1379.0
12117,1925.0
12119,393.0
12121,257.0
12123,126.0
12125,0.0
12127,1868.0
12129,93.0
12131,245.0
12133,292.0
13001,0.0
13003,0.0
13005,0.0
13007,0.0
13009,128.0
13011,0.0
13013,301.0
13015,724.0
13017,0.0
13019,0.0
13021,489.0
13023,0.0
13025,0.0
13027,0.0
13029,133.0
13031,230.0
13033,56.0
13035,77.0
13037,0.0
13039,155.0
13043,0.0
13045,641.0
13047,229.0
13049,0.0
13051,615.0
13053,0.0
13055,184.0
13057,1067.0
13059,556.0
13061,0.0
13063,897.0
13065,0.0
13067,2443.0
13069,197.0
13071,247.0
13073,600.0
13075,0.0
13077,391.0
13079,0.0
13081,72.0
13083,0.0
13085,26.0
13087,154.0
13089,2197.0
13091,145.0
13093,0.0
13095,152.0
13097,549.0
13099,0.0
13101,0.0
13103,305.0
13105,0.0
13107,0.0
13109,0.0
13111,127.0
13113,278.0
13115,760.0
13117,532.0
13119,122.0
13121,3649.0
13123,184.0
13125,0.0
13127,250.0
13129,614.0
13131,67.0
13133,0.0
13135,3155.0
13137,109.0
13139,522.0
13141,0.0
13143,194.0
13145,42.0
13147,67.0
13149,0.0
13151,763.0
13153,570.0
13155,0.0
13157,327.0
13159,0.0
13161,0.0
13163,0.0
13165,0.0
13167,0.0
13169,70.0
13171,0.0
13173,0.0
13175,264.0
13177,57.0
13179,98.0
13181,0.0
13183,0.0
13185,570.0
13187,0.0
13189,86.0
13191,0.0
13193,0.0
13195,104.0
13197,0.0
13199,36.0
13201,0.0
13205,41.0
13207,67.0
13209,0.0
13211,0.0
13213,250.0
13215,301.0
13217,266.0
13219,112.0
13221,0.0
13223,475.0
13225,111.0
13227,177.0
13229,0.0
13231,0.0
13233,306.0
13235,0.0
13237,78.0
13239,0.0
13241,0.0
13243,0.0
13245,771.0
13247,261.0
13249,0.0
13251,0.0
13253,0.0
13255,300.0
13257,0.0
13259,0.0
13261,37.0
13263,0.0
13265,0.0
13267,95.0
13269,0.0
13271,0.0
13273,0.0
13275,99.0
13277,151.0
13279,136.0
13281,0.0
13283,0.0
13285,263.0
13287,0.0
13289,0.0
13291,0.0
13293,19.0
13295,347.0
13297,297.0
13299,317.0
13301,0.0
13303,138.0
13305,141.0
13307,0.0
13309,0.0
13311,35.0
13313,1007.0
13315,0.0
13317,0.0
13319,0.0
13321,64.0
15001,505.0
15003,4459.0
15005,0.0
15007,0.0
15009,134.0
16001,4445.0
16003,0.0
16005,1558.0
16007,0.0
16009,0.0
16011,635.0
16013,240.0
16015,0.0
16017,176.0
16019,2039.0
16021,0.0
16023,0.0
16025,0.0
16027,2496.0
16029,0.0
16031,721.0
16033,0.0
16035,0.0
16037,0.0
16039,244.0
16041,0.0
16043,0.0
16045,0.0
16047,0.0
16049,0.0
16051,418.0
16053,460.0
16055,1877.0
16057,400.0
16059,0.0
16061,0.0
16063,0.0
16065,1747.0
16067,501.0
16069,671.0
16071,0.0
16073,0.0
16075,261.0
16077,0.0
16079,0.0
16081,0.0
16083,2076.0
16085,0.0
16087,0.0
17001,1564.0
17003,0.0
17005,0.0
17007,1213.0
17009,0.0
17011,622.0
17013,0.0
17015,0.0
17017,0.0
17019,2230.0
17021,730.0
17023,0.0
17025,0.0
17027,905.0
17029,1002.0
17031,78562.0
17033,0.0
17035,0.0
17037,1640.0
17039,0.0
17041,0.0
17043,12512.0
17045,0.0
17047,0.0
17049,788.0
17051,389.0
17053,0.0
17055,696.0
17057,530.0
17059,0.0
17061,0.0
17063,977.0
17065,0.0
17067,0.0
17069,0.0
17071,0.0
17073,642.0
17075,595.0
17077,406.0
17079,0.0
17081,589.0
17083,390.0
17085,492.0
17087,0.0
17089,9472.0
17091,2553.0
17093,2043.0
17095,1082.0
17097,9468.0
17099,2175.0
17101,0.0
17103,855.0
17105,557.0
17107,343.0
17109,432.0
17111,5117.0
17113,2109.0
17115,2861.0
17117,636.0
17119,3620.0
17121,677.0
17123,0.0
17125,0.0
17127,0.0
17129,0.0
17131,0.0
17133,597.0
17135,301.0
17137,743.0
17139,0.0
17141,827.0
17143,2428.0
17145,221.0
17147,0.0
17149,0.0
17151,0.0
17153,0.0
17155,0.0
17157,609.0
17159,0.0
17161,2625.0
17163,2480.0
17165,363.0
17167,3861.0
17169,0.0
17171,0.0
17173,447.0
17175,0.0
17177,1060.0
17179,2021.0
17181,0.0
17183,1286.0
17185,0.0
17187,0.0
17189,0.0
17191,0.0
17193,0.0
17195,1810.0
17197,12297.0
17199,989.0
17201,6600.0
17203,478.0
18001,400.0
18003,3215.0
18005,296.0
18007,0.0
18009,0.0
18011,610.0
18013,0.0
18015,227.0
18017,275.0
18019,899.0
18021,209.0
18023,335.0
18025,0.0
18027,248.0
18029,382.0
18031,116.0
18033,430.0
18035,1357.0
18037,666.0
18039,2406.0
18041,361.0
18043,593.0
18045,0.0
18047,98.0
18049,0.0
18051,325.0
18053,520.0
18055,270.0
18057,1866.0
18059,414.0
18061,283.0
18063,900.0
18065,567.0
18067,429.0
18069,307.0
18071,369.0
18073,181.0
18075,211.0
18077,157.0
18079,98.0
18081,1000.0
18083,326.0
18085,942.0
18087,194.0
18089,3413.0
18091,178.0
18093,516.0
18095,868.0
18097,4080.0
18099,372.0
18101,0.0
18103,281.0
18105,816.0
18107,104.0
18109,179.0
18111,0.0
18113,437.0
18115,0.0
18117,0.0
18119,0.0
18121,0.0
18123,0.0
18125,0.0
18127,1446.0
18129,0.0
18131,0.0
18133,211.0
18135,267.0
18137,209.0
18139,0.0
18141,1185.0
18143,163.0
18145,187.0
18147,182.0
18149,183.0
18151,229.0
18153,121.0
18155,0.0
18157,933.0
18159,0.0
18161,0.0
18163,798.0
18165,0.0
18167,1163.0
18169,258.0
18171,0.0
18173,212.0
18175,122.0
18177,671.0
18179,248.0
18181,129.0
18183,245.0
19001,0.0
19003,0.0
19005,0.0
19007,0.0
19009,0.0
19011,434.0
19013,1937.0
19015,297.0
19017,288.0
19019,267.0
19021,0.0
19023,0.0
19025,0.0
19027,495.0
19029,0.0
19031,0.0
19033,559.0
19035,0.0
19037,0.0
19039,0.0
19041,0.0
19043,0.0
19045,578.0
19047,0.0
19049,1084.0
19051,0.0
19053,0.0
19055,0.0
19057,797.0
19059,0.0
19061,1995.0
19063,0.0
19065,0.0
19067,0.0
19069,0.0
19071,0.0
19073,0.0
19075,0.0
19077,0.0
19079,0.0
19081,0.0
19083,0.0
19085,0.0
19087,0.0
19089,0.0
19091,0.0
19093,0.0
19095,0.0
19097,0.0
19099,463.0
19101,0.0
19103,1145.0
19105,404.0
19107,0.0
19109,0.0
19111,624.0
19113,2952.0
19115,0.0
19117,0.0
19119,0.0
19121,0.0
19123,401.0
19125,399.0
19127,446.0
19129,0.0
19131,0.0
19133,0.0
19135,0.0
19137,0.0
19139,581.0
19141,0.0
19143,0.0
19145,0.0
19147,0.0
19149,578.0
19151,0.0
19153,5307.0
19155,1349.0
19157,0.0
19159,0.0
19161,0.0
19163,2521.0
19165,0.0
19167,828.0
19169,835.0
19171,0.0
19173,0.0
19175,0.0
19177,0.0
19179,310.0
19181,586.0
19183,321.0
19185,0.0
19187,583.0
19189,0.0
19191,0.0
19193,1917.0
19195,0.0
19197,0.0
20001,0.0
20003,0.0
20005,0.0
20007,0.0
20009,307.0
20011,0.0
20013,0.0
20015,625.0
20017,0.0
20019,0.0
20021,0.0
20023,0.0
20025,0.0
20027,0.0
20029,0.0
20031,0.0
20033,0.0
20035,152.0
20037,431.0
20039,0.0
20041,0.0
20043,0.0
20045,635.0
20047,0.0
20049,0.0
20051,395.0
20053,0.0
20055,703.0
20057,656.0
20059,192.0
20061,149.0
20063,0.0
20065,0.0
20067,0.0
20069,0.0
20071,0.0
20073,0.0
20075,0.0
20077,0.0
20079,399.0
20081,0.0
20083,0.0
20085,0.0
20087,0.0
20089,0.0
20091,4660.0
20093,0.0
20095,0.0
20097,0.0
20099,0.0
20101,0.0
20103,440.0
20105,0.0
20107,0.0
20109,0.0
20111,340.0
20113,284.0
20115,0.0
20117,0.0
20119,0.0
20121,200.0
20123,0.0
20125,253.0
20127,0.0
20129,0.0
20131,0.0
20133,0.0
20135,0.0
20137,0.0
20139,0.0
20141,0.0
20143,0.0
20145,0.0
20147,0.0
20149,139.0
20151,0.0
20153,0.0
20155,1004.0
20157,0.0
20159,0.0
20161,256.0
20163,0.0
20165,0.0
20167,0.0
20169,474.0
20171,0.0
20173,5272.0
20175,448.0
20177,1076.0
20179,0.0
20181,0.0
20183,0.0
20185,0.0
20187,0.0
20189,0.0
20191,156.0
20193,0.0
20195,0.0
20197,0.0
20199,0.0
20201,0.0
20203,0.0
20205,0.0
20207,0.0
20209,1689.0
21001,0.0
21003,247.0
21005,283.0
21007,0.0
21009,219.0
21011,0.0
21013,309.0
21015,0.0
21017,0.0
21019,260.0
21021,196.0
21023,0.0
21025,0.0
21027,0.0
21029,702.0
21031,0.0
21033,0.0
21035,445.0
21037,0.0
21039,0.0
21041,0.0
21043,167.0
21045,0.0
21047,0.0
21049,146.0
21051,0.0
21053,0.0
21055,0.0
21057,0.0
21059,530.0
21061,0.0
21063,0.0
21065,0.0
21067,2161.0
21069,0.0
21071,271.0
21073,212.0
21075,0.0
21077,0.0
21079,0.0
21081,0.0
21083,205.0
21085,190.0
21087,0.0
21089,0.0
21091,0.0
21093,912.0
21095,165.0
21097,0.0
21099,0.0
21101,473.0
21103,0.0
21105,0.0
21107,395.0
21109,0.0
21111,376.0
21113,394.0
21115,0.0
21117,0.0
21119,0.0
21121,389.0
21123,0.0
21125,664.0
21127,0.0
21129,0.0
21131,0.0
21133,130.0
21135,0.0
21137,79.0
21139,0.0
21141,0.0
21143,0.0
21145,397.0
21147,0.0
21149,0.0
21151,573.0
21153,0.0
21155,0.0
21157,199.0
21159,0.0
21161,0.0
21163,184.0
21165,0.0
21167,94.0
21169,0.0
21171,0.0
21173,309.0
21175,0.0
21177,130.0
21179,616.0
21181,0.0
21183,142.0
21185,174.0
21187,0.0
21189,0.0
21191,0.0
21193,249.0
21195,409.0
21197,0.0
21199,284.0
21201,0.0
21203,0.0
21205,139.0
21207,0.0
21209,274.0
21211,353.0
21213,0.0
21215,0.0
21217,293.0
21219,0.0
21221,0.0
21223,0.0
21225,0.0
21227,81.0
21229,0.0
21231,162.0
21233,0.0
21235,447.0
21237,0.0
21239,156.0
22001,0.0
22003,0.0
22005,0.0
22007,0.0
22009,0.0
22011,0.0
22013,0.0
22015,0.0
22017,0.0
22019,0.0
22021,0.0
22023,0.0
22025,0.0
22027,0.0
22029,0.0
22031,0.0
22033,0.0
22035,0.0
22037,0.0
22039,0.0
22041,0.0
22043,0.0
22045,0.0
22047,0.0
22049,0.0
22051,0.0
22053,0.0
22055,0.0
22057,0.0
22059,0.0
22061,0.0
22063,0.0
22065,0.0
22067,0.0
22069,0.0
22071,0.0
22073,0.0
22075,0.0
22077,0.0
22079,0.0
22081,0.0
22083,0.0
22085,0.0
22087,0.0
22089,0.0
22091,0.0
22093,0.0
22095,0.0
22097,0.0
22099,0.0
22101,0.0
22103,0.0
22105,0.0
22107,0.0
22109,0.0
22111,0.0
22113,0.0
22115,0.0
22117,0.0
22119,0.0
22121,0.0
22123,0.0
22125,0.0
22127,0.0
23001,141.0
23003,18.0
23005,403.0
23007,40.0
23009,30.0
23011,199.0
23013,0.0
23015,0.0
23017,43.0
23019,85.0
23021,0.0
23023,24.0
23025,150.0
23027,0.0
23029,0.0
23031,275.0
24001,426.0
24003,1620.0
24005,1928.0
24009,256.0
24011,81.0
24013,314.0
24015,269.0
24017,0.0
24019,0.0
24021,698.0
24023,0.0
24025,585.0
24027,292.0
24029,0.0
24031,2774.0
24033,4830.0
24035,142.0
24037,162.0
24039,152.0
24041,0.0
24043,467.0
24045,121.0
24047,167.0
24510,3197.0
25001,354.0
25003,94.0
25005,2729.0
25007,0.0
25009,4685.0
25011,70.0
25013,2143.0
25015,254.0
25017,5511.0
25019,0.0
25021,1891.0
25023,2120.0
25025,4496.0
25027,2955.0
26001,0.0
26003,0.0
26005,772.0
26007,53.0
26009,107.0
26011,0.0
26013,0.0
26015,475.0
26017,591.0
26019,0.0
26021,1204.0
26023,324.0
26025,1487.0
26027,425.0
26029,128.0
26031,91.0
26033,76.0
26035,209.0
26037,573.0
26039,0.0
26041,668.0
26043,551.0
26045,664.0
26047,235.0
26049,1193.0
26051,153.0
26053,0.0
26055,417.0
26057,223.0
26059,238.0
26061,276.0
26063,80.0
26065,1061.0
26067,657.0
26069,105.0
26071,0.0
26073,467.0
26075,610.0
26077,1568.0
26079,0.0
26081,6000.0
26083,0.0
26085,0.0
26087,372.0
26089,0.0
26091,369.0
26093,924.0
26095,0.0
26097,0.0
26099,57.0
26101,0.0
26103,1383.0
26105,160.0
26107,375.0
26109,291.0
26111,613.0
26113,0.0
26115,670.0
26117,372.0
26119,0.0
26121,418.0
26123,326.0
26125,139.0
26127,155.0
26129,83.0
26131,0.0
26133,124.0
26135,0.0
26137,136.0
26139,2311.0
26141,0.0
26143,117.0
26145,1172.0
26147,580.0
26149,514.0
26151,107.0
26153,0.0
26155,313.0
26157,274.0
26159,461.0
26161,1953.0
26163,4157.0
26165,78.0
27001,0.0
27003,4549.0
27005,498.0
27007,560.0
27009,758.0
27011,0.0
27013,505.0
27015,259.0
27017,404.0
27019,690.0
27021,395.0
27023,0.0
27025,944.0
27027,1405.0
27029,0.0
27031,0.0
27033,0.0
27035,985.0
27037,3596.0
27039,171.0
27041,595.0
27043,0.0
27045,171.0
27047,244.0
27049,416.0
27051,0.0
27053,11099.0
27055,0.0
27057,419.0
27059,416.0
27061,495.0
27063,0.0
27065,0.0
27067,895.0
27069,0.0
27071,0.0
27073,0.0
27075,0.0
27077,0.0
27079,260.0
27081,0.0
27083,331.0
27085,223.0
27087,0.0
27089,0.0
27091,0.0
27093,207.0
27095,434.0
27097,748.0
27099,231.0
27101,0.0
27103,293.0
27105,521.0
27107,0.0
27109,1165.0
27111,691.0
27113,0.0
27115,330.0
27117,0.0
27119,893.0
27121,0.0
27123,4921.0
27125,0.0
27127,0.0
27129,0.0
27131,554.0
27133,0.0
27135,0.0
27137,1862.0
27139,1485.0
27141,1108.0
27143,0.0
27145,3127.0
27147,321.0
27149,0.0
27151,0.0
27153,558.0
27155,0.0
27157,244.0
27159,0.0
27161,0.0
27163,3548.0
27165,0.0
27167,0.0
27169,542.0
27171,1605.0
27173,0.0
28001,0.0
28003,0.0
28005,0.0
28007,0.0
28009,0.0
28011,0.0
28013,0.0
28015,0.0
28017,0.0
28019,0.0
28021,0.0
28023,0.0
28025,0.0
28027,0.0
28029,0.0
28031,0.0
28033,19.0
28035,0.0
28037,0.0
28039,0.0
28041,0.0
28043,0.0
28045,0.0
28047,68.0
28049,0.0
28051,0.0
28053,0.0
28055,0.0
28057,0.0
28059,40.0
28061,0.0
28063,0.0
28065,0.0
28067,0.0
28069,0.0
28071,0.0
28073,0.0
28075,0.0
28077,0.0
28079,0.0
28081,0.0
28083,0.0
28085,0.0
28087,0.0
28089,0.0
28091,0.0
28093,0.0
28095,0.0
28097,0.0
28099,0.0
28101,0.0
28103,0.0
28105,0.0
28107,0.0
28109,0.0
28111,0.0
28113,0.0
28115,0.0
28117,0.0
28119,0.0
28121,0.0
28123,0.0
28125,0.0
28127,0.0
28129,0.0
28131,0.0
28133,0.0
28135,0.0
28137,0.0
28139,0.0
28141,0.0
28143,0.0
28145,0.0
28147,0.0
28149,0.0
28151,26.0
28153,0.0
28155,0.0
28157,0.0
28159,0.0
28161,0.0
28163,0.0
29001,0.0
29003,0.0
29005,0.0
29007,0.0
29009,0.0
29011,0.0
29013,0.0
29015,0.0
29017,0.0
29019,1009.0
29021,145.0
29023,0.0
29025,0.0
29027,0.0
29029,0.0
29031,0.0
29033,0.0
29035,0.0
29037,0.0
29039,0.0
29041,0.0
29043,0.0
29045,0.0
29047,505.0
29049,0.0
29051,0.0
29053,0.0
29055,0.0
29057,0.0
29059,0.0
29061,0.0
29063,0.0
29065,0.0
29067,0.0
29069,0.0
29071,0.0
29073,0.0
29075,0.0
29077,981.0
29079,0.0
29081,0.0
29083,0.0
29085,0.0
29087,0.0
29089,0.0
29091,0.0
29093,0.0
29095,6999.0
29097,907.0
29099,439.0
29101,0.0
29103,0.0
29105,0.0
29107,0.0
29109,0.0
29111,0.0
29113,0.0
29115,0.0
29117,0.0
29119,0.0
29121,0.0
29123,0.0
29125,0.0
29127,0.0
29129,0.0
29131,0.0
29133,0.0
29135,0.0
29137,0.0
29139,0.0
29141,0.0
29143,0.0
29145,0.0
29147,0.0
29149,0.0
29151,0.0
29153,0.0
29155,0.0
29157,0.0
29159,0.0
29161,0.0
29163,0.0
29165,0.0
29167,0.0
29169,0.0
29171,0.0
